id	filename	md5	size	state
01b92eaa-fefc-476d-ae40-ecd3b8181e42	d0e0f248-d070-41c3-8172-aa6063422ecd.rna_seq.augmented_star_gene_counts.tsv	aa0384ce738f8f9e8c85bd0161a3429d	4223952	validated
01e52273-4552-46a4-9e03-b99d4d1a40c2	f3491776-22a7-4fac-baf0-2d2995b42572.rna_seq.augmented_star_gene_counts.tsv	c007cd4ba4a2e5f28aed3f25d7310468	4242187	validated
023e0879-97cd-40c8-8d65-0d870808b1b1	dfadeb52-c6b5-432f-99bd-a71acaac39e7.rna_seq.augmented_star_gene_counts.tsv	8147ac166e1eeaa1a9c25c1ef74fdcad	4241700	validated
036c61d2-78a5-40fa-b0c3-1892affa379d	5b73ee15-ef19-423e-b576-6488ac16eb0c.rna_seq.augmented_star_gene_counts.tsv	f4c8aca058555bbb0e5c281e148b3167	4221309	validated
040f858c-85e3-433c-aace-e2a026fe6afc	9eeac5f1-bf93-4ae8-af05-de53e5615bfe.rna_seq.augmented_star_gene_counts.tsv	e408387e789a6755f471326c7e4ba2a2	4254664	validated
05a80b4d-cfbd-4bab-83d2-bb3261832cd3	d22fd61e-356e-4e3e-a507-dcb7ee09b1f2.rna_seq.augmented_star_gene_counts.tsv	50beb1b38692165e7165e559d3fef9a4	4244276	validated
071e901a-f9b7-429c-a82a-7b291cd90347	efcae857-7fd5-40af-9702-a95f14f038d3.rna_seq.augmented_star_gene_counts.tsv	d7fbc8819807fd7c660f75d4df8352fb	4236274	validated
074ea3be-a90b-4417-bcf4-134299dd81ac	2c9a3411-ed70-4051-90b3-4bb4e46196c3.rna_seq.augmented_star_gene_counts.tsv	b35878a3fefbfe4843247d328f18c0c8	4244757	validated
08d84f38-e726-4929-ab4f-047918105f14	12e291b4-8090-40f0-975c-4ffebb4f695a.rna_seq.augmented_star_gene_counts.tsv	36d17472e74d632fbde65203fb3de00b	4239343	validated
0ba5434b-8343-401c-8c22-57a9e7d48eb2	270a6e3e-7f27-479f-89c1-c0c3aa08b2e0.rna_seq.augmented_star_gene_counts.tsv	ceb072622fee4317f750ee144c665e93	4232466	validated
0c2298c4-f6a4-4671-9a75-732c39f45122	46046da4-ae6b-4640-8b85-8cf8660ccaee.rna_seq.augmented_star_gene_counts.tsv	90ac6266da3ecd8b8ed756e1a9382236	4260584	validated
0d78f236-aa98-4841-8ab7-b8613a504516	f7afc2db-ce98-4501-9756-cb4e48cc9f10.rna_seq.augmented_star_gene_counts.tsv	a4ef3c8af7c9f163fa10c2cb2a9749f4	4258849	validated
0ed6cbf4-3db1-48b0-b921-8b9397f564b3	b4f5cc56-d533-424d-8fa9-fb56bc38f6f9.rna_seq.augmented_star_gene_counts.tsv	abec397cabdb7184e2d715916756bac4	4238822	validated
0ff314c9-c063-4057-92be-7e3ef9917c1f	82b84bdd-4978-4858-9594-1f511a053771.rna_seq.augmented_star_gene_counts.tsv	02fa1be9d081149038ba2dfa1058b46a	4268525	validated
10b16fba-8387-4c0d-a787-5c07bd235843	922087f0-f47f-4f91-aa30-c23b5afcce31.rna_seq.augmented_star_gene_counts.tsv	2423d3b252d57748938b7784a9b5e250	4262245	validated
11ffde52-971b-4a41-8eb8-773d0b4044ab	659b8687-b1c7-42c5-b023-fe0878472746.rna_seq.augmented_star_gene_counts.tsv	846597f41fcb7c66cf48959ee0ce0e1f	4248755	validated
13c5cc24-14f4-4658-b423-7a9612096fef	97443f37-8482-41a9-b584-eb4574619be4.rna_seq.augmented_star_gene_counts.tsv	97587d584e0d7d1bbcb1b111f37f4cb0	4227880	validated
14086390-e478-4fb5-ab36-e971815b182b	8d405837-5989-4de9-a19c-4f7af4af65d3.rna_seq.augmented_star_gene_counts.tsv	578bbc2af1a4f6ba24a609424f06e87a	4231035	validated
14c844b0-45a6-4a4d-966b-8d1a99e2732f	2f3978c7-dd61-4efb-a870-01c1105fbd63.rna_seq.augmented_star_gene_counts.tsv	41a1426119b3bf40b55b0a19dc97a5c3	4248545	validated
16b7508c-e33b-4c79-82f7-148736027150	fee6f89e-813f-452b-9c04-48fede0ef6fd.rna_seq.augmented_star_gene_counts.tsv	3552b9937c773636ca1e6d6e6ade1bbc	4237359	validated
170d112d-c64e-4325-9397-a8f942faac6d	f30b81aa-a8e9-4bcd-9dae-a02ea90f33e8.rna_seq.augmented_star_gene_counts.tsv	508dd3f199913fd950c8272c1ea19208	4223033	validated
177573d6-eb54-4ab1-be04-12e1ee87a0da	a5becc4c-c455-42b2-a09b-9fbffe32dacb.rna_seq.augmented_star_gene_counts.tsv	c7463ac8c24dd8ba48fd1cf51fb18117	4237909	validated
1826bb79-f078-4934-b1d7-83d1051d7029	2cd0d7ad-d9ff-48d2-b777-4bbd7d72fee9.rna_seq.augmented_star_gene_counts.tsv	b73f65086b41f82ba5d74d34ec6408fa	4222303	validated
185e46cd-930e-4449-b473-a420e966d719	9e4cf258-cd85-4313-9324-a264e6ac7505.rna_seq.augmented_star_gene_counts.tsv	280e03209a20e8f38948a40123f702eb	4232491	validated
1f0b038e-8730-4fd0-a616-ac9d1af54cc2	2fc0fd36-1413-4be7-bd43-8dff5a8aa17c.rna_seq.augmented_star_gene_counts.tsv	67ccf064cc3668403ee633a82b100a6f	4212699	validated
1f6fdb5a-beaa-4f9b-b08e-678b839cc4cd	bff7c60a-0b31-48db-8ec6-32860b5756ee.rna_seq.augmented_star_gene_counts.tsv	3eb10691900fb9aa7550b12e1ebc94ee	4229817	validated
1f97ef15-61e1-40b7-86a3-ee5b18286905	293691f0-ce2c-4977-9e32-d96a2a5f2fc6.rna_seq.augmented_star_gene_counts.tsv	0011810be60b2b72a5252e2f0c298ccf	4249999	validated
1f98cd0b-0d11-483b-a8b0-33a6291e4371	55a6f42b-cfb8-47ab-9048-e70708568099.rna_seq.augmented_star_gene_counts.tsv	e957b82fdfcebf3430153d013a1a9fa9	4235739	validated
2069f884-c793-4f72-a678-508e45aaf3c4	f75662df-26a1-46e2-a6e4-5491a6ec0505.rna_seq.augmented_star_gene_counts.tsv	df308349c00f0c50296e6eb3bc505d05	4247555	validated
20b8e8e2-6123-4167-8611-3bcbcaf9b43b	71c58545-f2f8-420e-bdc8-92a5d88e8ef8.rna_seq.augmented_star_gene_counts.tsv	e82241ef6fd4ec96045c0e644640df25	4239883	validated
20ed4744-11d8-4f35-a29e-5ecdada00985	efbb2a86-0b07-4f35-88ad-1cea8da3d7e9.rna_seq.augmented_star_gene_counts.tsv	559db0df645695e59bb917c604843410	4239708	validated
21fdabc5-a448-48d5-9078-fcce486a61e7	9174f97b-1c21-4f45-906e-8fea6bbdf727.rna_seq.augmented_star_gene_counts.tsv	4793668f4cd276246c8d3a6425d46242	4241017	validated
21fde879-ceda-47e9-8e78-7a764b8f7113	32582838-4c77-44ed-bc4d-d483f1cf6887.rna_seq.augmented_star_gene_counts.tsv	e4a985a25c17ecf5e5c62b9689e46f47	4217214	validated
245b5d53-8990-4f65-a3ab-474be1b37576	e1ca3093-90f3-436c-814e-901f0d1b0056.rna_seq.augmented_star_gene_counts.tsv	5518da96737e8045fa7e928104f76a87	4249968	validated
