id	filename	md5	size	state
008b9e19-c1d3-4c9c-af36-791ec4cc27e8	06b9f277-ecaf-4f26-9992-b2b343c64592.rna_seq.augmented_star_gene_counts.tsv	b47644f1ab9bd7ac23c8170229709447	4213462	validated
008d6fe7-2139-4fe2-b508-eb4217d77ba5	2f12a765-c3c4-400c-9765-56bf1cc4a10e.rna_seq.augmented_star_gene_counts.tsv	8d6de8546ee64e770fa36cd344f2e092	4218441	validated
00fdfb77-4072-4b79-8b7c-8ed8c8fdc01e	2fff27b4-5e6d-4928-ac2a-cd14cc7d914d.rna_seq.augmented_star_gene_counts.tsv	f567ad9314ce4c73ccb363ed8beff142	4221929	validated
012adb3a-6b22-4476-96fd-b5470d062e4e	eaebe02d-406c-4499-8ff4-20b98702792c.rna_seq.augmented_star_gene_counts.tsv	68c4934d500a063ca47fc75fd9107881	4210436	validated
015f5809-39a1-4937-8d2c-e47f1b1ab33f	16a248f2-9b21-4cfd-b3bf-1817e692d20d.rna_seq.augmented_star_gene_counts.tsv	7c76dea565127a2d0b1ba703718c262e	4191492	validated
01657d27-7cec-4e29-899e-6b5dc478bd87	08b1942b-5abc-4e06-8ca7-ef62cf7209e3.rna_seq.augmented_star_gene_counts.tsv	64bc68ad6734e476a62068bf6ba93332	4225890	validated
018a1b3f-5d84-4860-a9e4-5a8cc51f148f	fd911aa9-122f-4d85-8a59-6a6c032b69f8.rna_seq.augmented_star_gene_counts.tsv	b8a5b3519ebb17d8c72568b45f8e778b	4218545	validated
01e0b1cc-c553-4ea3-b2bb-6ac5408656ba	0c140462-f26e-4d98-b49d-17a6af669919.rna_seq.augmented_star_gene_counts.tsv	06864903f51335016f0bbd233efd0f9c	4239299	validated
0202bf33-aacd-4898-9e5c-0b64662c11ac	2d6b4ddd-ceae-4703-97f9-cce83beecef3.rna_seq.augmented_star_gene_counts.tsv	d0ed6d3d14b2fb876be587cd4648fc89	4209874	validated
0213ca2b-32dc-48db-97b7-9752de0973d0	3728822d-43ab-4cda-8b0c-d4b1ff402485.rna_seq.augmented_star_gene_counts.tsv	f7d56cb996ab762aeffaf9df86a28238	4231906	validated
028a1fc4-d19a-4621-9e88-4edf483b32ab	2bc73f03-f0e3-4e41-b909-d9d89405e09c.rna_seq.augmented_star_gene_counts.tsv	f3b42df9c33cbdc0e587518128521775	4235505	validated
029502e5-45b3-443e-afcb-c6d82100d258	4ac05836-589b-4640-8026-41959c0d50f4.rna_seq.augmented_star_gene_counts.tsv	1e8ef026462e7c29298b4e795f10c674	4223267	validated
02a884a2-9aac-40ea-a953-4d4b6a367431	0b5db044-cc84-4ed9-a5b9-b382927e2b54.rna_seq.augmented_star_gene_counts.tsv	8ddad55b641b21ffb87378c1c9937b2a	4236036	validated
03ab2cbd-b97f-4d87-85bd-bb04895f7d10	314564ea-f23e-4097-9932-b02792584857.rna_seq.augmented_star_gene_counts.tsv	f5d7dd01b386bba786ca979799e5ac03	4210372	validated
04da4c80-b9eb-4b0a-af1a-73cf66adfe53	1e35ac73-0f87-46b1-8a2f-66276bc9fa02.rna_seq.augmented_star_gene_counts.tsv	a357af7f9d387dace124335a3ff43015	4209249	validated
04def380-8826-462f-beb8-7462364f8d47	14862167-5eae-4c97-9537-b5435e63a7d1.rna_seq.augmented_star_gene_counts.tsv	656c6b595c65760756f543cce0171507	4222582	validated
05245c53-770e-423f-a634-22dc11d83647	b2f45b71-e522-464c-bb3e-a3f3e17ea86a.rna_seq.augmented_star_gene_counts.tsv	5c0a96516236e0333c785384dba254d1	4201321	validated
055993f0-ce43-4bfb-98f6-9e7780f74af6	9bee04ab-cf4d-4191-85c5-d413d3e4c05d.rna_seq.augmented_star_gene_counts.tsv	af7114f68e87ee666ce824ebbfc66577	4218792	validated
05c20e87-bd95-425e-a951-45356817270b	cf1a0bd8-1f5d-487a-90a3-efd038575b1d.rna_seq.augmented_star_gene_counts.tsv	87da70059bdf54d2752c3f8a5d7764a0	4232140	validated
05cf74ac-d1d7-4d24-bb0a-aefc10f1c828	1e655307-21a7-430a-8f85-a2d5f8b26662.rna_seq.augmented_star_gene_counts.tsv	da78ccceef889e87bfcdd1b5b42e1238	4209634	validated
