id	filename	md5	size	state
09fb135f-1c19-45d6-ae31-a8c32a0e06bf	36280315-a32b-4743-8a78-82bbfd116b82.rna_seq.augmented_star_gene_counts.tsv	f2c8d8dd2b102f328d7433c2f2a34913	4215958	validated
0d1f21df-73b3-4dd0-9ad4-fd5c7a5d2424	bcc5593d-3d16-4d6f-a1b9-854423ede69e.rna_seq.augmented_star_gene_counts.tsv	58c0c093e2489d1598139c59221e27f5	4228987	validated
1a06f92b-21c5-4666-b666-8b9135a4482a	602ac1fc-c8ad-4e47-988b-1e9e1aa3ce26.rna_seq.augmented_star_gene_counts.tsv	52e07da570d86bc245f1908679466015	4230154	validated
24079217-3899-4843-81fc-638293771d93	c6bc9e5e-4116-4179-9a22-b75fc6bea73e.rna_seq.augmented_star_gene_counts.tsv	3194db55c64cfeb6c836ae2f85bf6e17	4226782	validated
29dd3ad7-f2c6-4abf-8e81-6734e4bd8a6a	aa85d7ef-5884-4eb4-a78b-3023d2e01a8b.rna_seq.augmented_star_gene_counts.tsv	7164d3905ae90792fe49404e3f7825d5	4221503	validated
2d99f93c-797e-49a5-8892-a4e31e17b9c3	290ad2c0-6aeb-4eba-b3e7-fc47e8bfbdce.rna_seq.augmented_star_gene_counts.tsv	221963743f28299f96563489dde9dbfe	4233745	validated
2fe6f165-3396-4abd-a0cd-07968d826828	b3c9ca27-6b77-4abd-92d5-45d48d34ba42.rna_seq.augmented_star_gene_counts.tsv	354c20fba28229053fb91d12d6552094	4228926	validated
2ff24c33-39c6-4171-af42-f54e4ee8b021	2f93d52a-e8ab-454b-ae76-74b35cd561da.rna_seq.augmented_star_gene_counts.tsv	202684ca4587493c7e347a944af3346e	4224352	validated
359d07bf-89e3-49fd-8237-723ffb299cfb	dd012e44-f2ef-4bd4-92ac-7403ec383b6d.rna_seq.augmented_star_gene_counts.tsv	8b3f72591d2097d6bedcce76cf7f9de5	4238981	validated
3ce6800e-9df0-45a7-9e18-7e141911e4e9	0c73a12d-b6a0-4ee0-9364-6744964e3526.rna_seq.augmented_star_gene_counts.tsv	a0f2516641e60c6c2abb721ab1d8fef3	4214329	validated
3f441cc8-98bd-4650-b5ad-19ae8542b666	a27393cf-e1e1-427f-9a96-40e2ab1af0d1.rna_seq.augmented_star_gene_counts.tsv	00edf1e747b19b85445caea8a1c2840e	4227666	validated
3f474548-c7b2-4d5e-9f8d-03c800a094fe	3db0576d-969f-4cb6-9e5d-51407b953ef4.rna_seq.augmented_star_gene_counts.tsv	d80b1ad9d5dc15ab9a94d1d713c0e802	4266272	validated
46ef57a2-e2ce-4ffe-9ce8-c043c6065863	31a238a8-4238-4d56-aac5-4769ce173664.rna_seq.augmented_star_gene_counts.tsv	7315d53e373d274c020c1a82b6439495	4218631	validated
4756b201-87c2-4428-b2cd-f933422fe8cf	b4dff9fc-6dab-42bc-8d32-7143e0d94043.rna_seq.augmented_star_gene_counts.tsv	d3d8bd959074102b6ce5aaf2be085b7d	4248192	validated
53b14fb6-9f29-412a-921b-49e270fa2039	5511e816-3ce5-4d0c-80a7-71ee42ba8fc9.rna_seq.augmented_star_gene_counts.tsv	52c7e9c85942f473d73e9cc6c6f9d108	4246905	validated
54a00dd0-503f-471f-88e4-8d6fcdcf8483	1b22e14e-321b-4609-9aa2-9df6285ca948.rna_seq.augmented_star_gene_counts.tsv	091f28766e1936f96945d867cdc1f4b9	4213927	validated
55831884-c907-457d-bb2c-7c7b3f7c4cd1	c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	validated
56e9a740-ee72-4c10-a90d-921034141b42	2b4652fb-eef5-427e-b4f0-24164c042e52.rna_seq.augmented_star_gene_counts.tsv	db58b268328ffb3241c5c6926bf64b96	4243623	validated
