id	filename	md5	size	state
0095e405-8815-4a30-9686-fb107522d3ed	b23d65d2-79e7-4087-a2e5-2152b895d8dd.rna_seq.augmented_star_gene_counts.tsv	a6c37fb31b5360ab5ba7a4ec65bc9d16	4259079	validated
03fe37ce-4102-4d8a-a31f-461a43789739	00791ae7-d024-48c7-b36c-b46466da3128.rna_seq.augmented_star_gene_counts.tsv	b95ccd77589a11e8e56ff6ca1f955f83	4211409	validated
049f13eb-6f23-49da-af51-d8d277ffa9e1	5c4b2897-0882-4d00-a8a8-99420ab084ac.rna_seq.augmented_star_gene_counts.tsv	8197891fdc97bb1ea4b49d4a848d7752	4241672	validated
071f4fd4-b339-4bfb-9da6-cfd4cab1d76a	b73a42c6-41af-4e5b-97bb-d311565a3c05.rna_seq.augmented_star_gene_counts.tsv	79c0cda857f79ecdb233ef9d1e6b25b5	4256823	validated
0b5f622c-9e67-4373-abc9-29b9d04f6ab2	2e289236-083d-411b-9e27-946994baa8cc.rna_seq.augmented_star_gene_counts.tsv	bc9b8a3aac62f20d689602f656ea6d59	4249570	validated
0e341288-fc57-4309-855b-8e35400dfc63	eed48b43-c80e-471e-872f-0d79c798db15.rna_seq.augmented_star_gene_counts.tsv	ab411c0ed569610455c229b2a8db9cca	4231439	validated
0e80c59e-08d9-4aad-bafd-aae24bf12dc5	7188ad19-07f3-4e04-b2a7-088884a8b53a.rna_seq.augmented_star_gene_counts.tsv	78fdb50c4fd4be217c39c4ac1edd0d1e	4242499	validated
0ff82f95-cd83-4239-aebb-75342e7f05e6	cf482ae3-0152-4cf7-b27b-10f0d8334977.rna_seq.augmented_star_gene_counts.tsv	60582db0d800f9e94e2ef54e6b8451aa	4237026	validated
103827b9-c66b-4121-8303-68f273bb6271	b0849afc-20a9-492e-b7df-6c71b5adf996.rna_seq.augmented_star_gene_counts.tsv	259309fdcfac5f557521ae080685f1ab	4246280	validated
14d42fff-2377-4199-862a-32d084fb46d0	1e61595d-a601-4dbf-8b22-3d98b1156d12.rna_seq.augmented_star_gene_counts.tsv	91a8a9e0993d95e9ac771e61f9e5ca80	4231202	validated
154a9a2a-a8f1-4584-9e8d-4757e807c7b4	d56ec333-f5c8-4e54-9df7-6053b1bb88ac.rna_seq.augmented_star_gene_counts.tsv	1311b3906df3f10f45109958962ed4f9	4238879	validated
1622aa8a-4ea9-40d6-a0f5-e57bd177d963	6b4bb68d-4961-4bec-be48-533fd31c637c.rna_seq.augmented_star_gene_counts.tsv	22013aed5df6f2461793b3ec7e395000	4241538	validated
193fe8df-d115-45b4-9e43-7932e3af5eb9	505219b8-91dd-4b64-be0c-15a391c27dff.rna_seq.augmented_star_gene_counts.tsv	decc3a5e31fb88ddb83f008795b39d85	4233486	validated
19dbf9b3-3e37-449e-b70f-fe9012f942f0	3e8a4ee3-d543-40da-9593-11a485171089.rna_seq.augmented_star_gene_counts.tsv	55c4b82718f785ca32014d8a195d658c	4249024	validated
19dd9c54-9df2-4bf3-917f-93ef90243f5e	23d0b823-585e-43ec-9e3a-daa6640c2452.rna_seq.augmented_star_gene_counts.tsv	07fb25abfba098d02c664abd096c8be7	4240018	validated
1a4019b4-6b0c-4192-814d-1ab2f498b2e4	bea6bbc1-48f9-49cd-97bb-83d891773241.rna_seq.augmented_star_gene_counts.tsv	5e442f0c1082943bc0c83d177d0f1544	4239151	validated
1a699686-fb25-48be-ba0c-67c237ee4294	d861ec86-0ee8-4f68-ae62-13d0c6e48357.rna_seq.augmented_star_gene_counts.tsv	a83192cf11b6d61fd6226a293c94eb1f	4223640	validated
1c60eef3-9856-4bce-a873-546b1251240d	75e187b4-76dd-4ada-8316-59a798e5b14a.rna_seq.augmented_star_gene_counts.tsv	3334d56973c9d7f00ea265db8af66ff3	4252043	validated
1d9057ac-b6c3-4076-83d3-ed9e0eefe498	6acfd01e-945e-4931-9ea3-63a9c5b1f8fd.rna_seq.augmented_star_gene_counts.tsv	55647e70deb66c18fb548884b01078cb	4241669	validated
2135d952-5ff0-4379-95f3-c5d262a7d4e9	09f1f099-b018-4992-bd04-2b5ad4de4cb0.rna_seq.augmented_star_gene_counts.tsv	664b6d673ee1785cd05a24b3aa8e0b7a	4247690	validated
21d0644a-8378-45bf-a0ae-4417ffb55844	e0e672f2-8d79-483d-9f95-0dfc3b428562.rna_seq.augmented_star_gene_counts.tsv	f4176b63dfdc89354c7307e5485746e1	4249270	validated
23b2b165-79bc-4281-a5d1-e92700ce3688	97221e05-1e9f-453e-9a55-d0970f3ec6af.rna_seq.augmented_star_gene_counts.tsv	b69ddde78fab5832c316b4d76ebe532b	4244439	validated
27dd8231-2798-4471-b85c-bfba128f9c4e	e48bc23e-d3ef-4542-9a85-f4c327e7da43.rna_seq.augmented_star_gene_counts.tsv	e093e4bd52bd795ee18a3de51d7ed5af	4232742	validated
